partnerstva	partnerstvo	Ncnpn
društava	društvo	Ncnpg
sastoji	sastojati	Vmr3s
se	sebe	Px--sa
od	od	Sg
svih	sav	Agpfpgy
nefinancijskih	nefinancijski	Agpnpgy
društava	društvo	Ncnpg
,	,	Z
kvazi-društava	kvazi-društvo	Ncnpg
i	i	Cc
neprofitnih	neprofitan	Agpfpgy
institucija	institucija	Ncfpg
,	,	Z
priznatih	priznati	Vma1s
kao	kao	Cs
neovisni	neovisan	Agpmpny
pravni	pravni	Agpmpny
subjekti	subjekt	Ncmpn
,	,	Z
koji	koji	Pi-mpn
su	biti	Var3p
tržišni	tržišni	Agpmpny
proizvođači	proizvođač	Ncmpn
i	i	Cc
pod	pod	Si
kontrolom	kontrola	Ncfsi
državnih	državni	Agpfpgy
jedinica	jedinica	Ncfpg
.	.	Z

2.52.	2.52.	Mdo

Javna	javan	Agpfsny
kvazi-društva	kvazi-društva	Ncfsn
su	biti	Var3p
kvazi-društva	kvazi-društva	Ncfsn
u	u	Sl
izravnom	izravan	Agpnsly
vlasništvu	vlasništvo	Ncnsl
državnih	državni	Agpfpgy
jedinica	jedinica	Ncfpg
.	.	Z

Nacionalna	nacionalan	Agpfsny
privatna	privatan	Agpfsny
nefinancijska	nefinancijski	Agpnpay
društva	društvo	Ncnpa
(	(	Z
S.	S.	Y
11002	11002	Mdc
)	)	Z

2.53.	2.53.	Mdo

Definicija	definicija	Ncfsn
:	:	Z
podsektor	podsektor	Ncmsn
nacionalnih	nacionalan	Agpfpgy
privatnih	privatan	Agpfpgy
nefinancijskih	nefinancijski	Agpnpgy
društava	društvo	Ncnpg
sastoji	sastojati	Vmr3s
se	sebe	Px--sa
od	od	Sg
svih	sav	Agpfpgy
nefinancijskih	nefinancijski	Agpnpgy
društava	društvo	Ncnpg
,	,	Z
kvazi-društava	kvazi-društvo	Ncnpg
i	i	Cc
neprofitnih	neprofitan	Agpfpgy
institucija	institucija	Ncfpg
,	,	Z
priznatih	priznati	Vma1s
kao	kao	Cs
neovisni	neovisan	Agpmpny
pravni	pravni	Agpmpny
subjekti	subjekt	Ncmpn
,	,	Z
koji	koji	Pi-mpn
su	biti	Var3p
tržišni	tržišni	Agpmpny
proizvođači	proizvođač	Ncmpn
i	i	Cc
koji	koji	Pi-mpn
nisu	biti	Var3p
pod	pod	Si
kontrolom	kontrola	Ncfsi
državnih	državni	Agpfpgy
jedinica	jedinica	Ncfpg
ili	ili	Cc
nerezidentnih	nerezidentan	Agpfpgy
institucionalnih	institucionalan	Agpfpgy
jedinica	jedinica	Ncfpg
.	.	Z

Ovaj	ovaj	Pd-msn
podsektor	podsektor	Ncmsn
uključuje	uključivati	Vmr3s
društva	društvo	Ncnsg
i	i	Cc
kvazi-društva	kvazi-društvo	Ncnsg
za	za	Sa
poslove	posao	Ncmpa
izravnih	izravan	Agpnpgy
stranih	stran	Agpnpgy
ulaganja	ulaganje	Ncnpg
koja	koji	Pi-npn
nisu	biti	Var3p
klasificirana	klasificirati	Appnpny
u	u	Sl
podsektoru	podsektor	Ncmsl
inozemno	inozemno	Rgp
kontroliranih	kontrolirati	Appmpgy
nefinancijskih	nefinancijski	Agpnpgy
društava	društvo	Ncnpg
(	(	Z
S.	S.	Y
11003	11003	Mdc
)	)	Z
.	.	Z

Inozemno	inozemno	Rgp
kontrolirana	kontrolirati	Agpnpny
nefinancijska	nefinancijski	Agpnpny
društva	društvo	Ncnpn
(	(	Z
S.	S.	Y
11003	11003	Mdc
)	)	Z

2.54.	2.54.	Mdo

Definicija	definicija	Ncfsn
:	:	Z
podsektor	podsektor	Ncmsn
inozemno	inozemno	Rgp
kontroliranih	kontrolirati	Agpfpgy
nefinancijskih	nefinancijski	Agpfpgy
društava	društvo	Ncnpg
sastoji	sastojati	Vmr3s
se	sebe	Px--sa
od	od	Sg
svih	sav	Agpmpgy
nefinancijskih	nefinancijski	Agpmpgy
i	i	Cc
kvazi-društava	kvazi-društvo	Ncnpg
koja	koji	Pi-npn
su	biti	Var3p
pod	pod	Si
kontrolom	kontrola	Ncfsi
nerezidentnih	nerezidentan	Agpfpgy
institucionalnih	institucionalan	Agpfpgy
jedinica	jedinica	Ncfpg
.	.	Z

Ovaj	ovaj	Pd-msn
podsektor	podsektor	Ncmsn
uključuje	uključivati	Vmr3s
:	:	Z

(	(	Z
a	a	Cc
)	)	Z
sva	sav	Agpnpay
društva	društvo	Ncnpa
kćeri	kći	Ncfsg
nerezidentnih	nerezidentan	Agpnpgy
društava	društvo	Ncnpg
;	;	Z

(	(	Z
b	b	X
)	)	Z
sva	sav	Agpnpay
društva	društvo	Ncnpa
koja	koji	Pi-npa
kontrolira	kontrolirati	Vmr3s
nerezidentna	nerezidentan	Agpfsny
institucionalna	institucionalan	Agpfsny
jedinica	jedinica	Ncfsn
koja	koji	Pi-fsn
sama	sam	Agpfsny
nije	biti	Var3s
društvo	društvo	Ncnsn
,	,	Z
na	na	Sa
primjer	primjer	Ncmsan
,	,	Z
društvo	društvo	Ncnsa
koje	koji	Pi-nsn
kontrolira	kontrolirati	Vmr3s
strana	stran	Agpfsny
država	država	Ncfsn
.	.	Z

Uključena	uključen	Agpnpny
su	biti	Var3p
društva	društvo	Ncnpn
pod	pod	Si
kontrolom	kontrola	Ncfsi
skupine	skupina	Ncfsg
nerezidentnih	nerezidentan	Agpfpgy
jedinica	jedinica	Ncfpg
koja	koji	Pi-fsn
djeluju	djelovati	Vmr3p
zajednički	zajednički	Rgp
;	;	Z

(	(	Z
c	C	X
)	)	Z
sve	sav	Agpfpay
podružnice	podružnica	Ncfpa
ili	ili	Cc
ostale	ostali	Agpfsgy
neinkorporirane	neinkorporirana	Ncfsg
agencije	agencija	Ncfsg
nerezidentnih	nerezidentan	Agpnpgy
društava	društvo	Ncnpg
ili	ili	Cc
neinkorporirane	neinkorporiran	Agpmpay
proizvođače	proizvođač	Ncmpa
koji	koji	Pi-mpn
su	biti	Var3p
uvjetno	uvjetno	Rgp
rezidentne	rezidentan	Agpfsgy
jedinice	jedinica	Ncfsg
.	.	Z

Financijska	financijski	Agpnsgy
društva	društvo	Ncnsg
(	(	Z
S.	S.	Y
12	12	Mdc
)	)	Z

2.55.	2.55.	Mdo

Definicija	definicija	Ncfsn
:	:	Z
sektor	sektor	Ncmsn
financijskih	financijski	Agpnpgy
društava	društvo	Ncnpg
(	(	Z
S.	S.	Y
12	12	Mdc
)	)	Z
sastoji	sastojati	Vmr3s
se	sebe	Px--sa
od	od	Sg
institucionalnih	institucionalan	Agpfpgy
jedinica	jedinica	Ncfpg
koje	koji	Pi-fpn
su	biti	Var3p
neovisni	neovisan	Agpmpny
pravni	pravni	Agpmpny
subjekti	subjekt	Ncmpn
i	i	Cc
tržišni	tržišni	Agpmpny
proizvođači	proizvođač	Ncmpn
te	te	Cc
čija	čiji	Pi-fsn
je	biti	Var3s
glavna	glavni	Agpfsny
aktivnost	aktivnost	Ncfsn
proizvodnja	proizvodnja	Ncfsn
financijskih	financijski	Agpfpgy
usluga	usluga	Ncfpg
.	.	Z

Takve	takav	Pd-fpn
institucionalne	institucionalan	Agpfpny
jedinice	jedinica	Ncfpn
obuhvaćaju	obuhvaćati	Vmr3p
sva	sav	Agpnpay
društva	društvo	Ncnpa
i	i	Cc
kvazi-društva	kvazi-društva	Ncfsn
koja	koji	Pi-fsn
se	sebe	Px--sa
prvenstveno	prvenstveno	Rgp
bave	baviti	Vmr3p
:	:	Z

(	(	Z
a	a	Cc
)	)	Z
financijskim	financijski	Agpnsiy
posredovanjem	posredovanje	Ncnsi
(	(	Z
financijski	financijski	Agpmpny
posrednici	posrednik	Ncmpn
)	)	Z
;	;	Z
i	i	Cc
/	/	Z
ili	ili	Cc

(	(	Z
b	b	Ncfpn
)	)	Z
pomoćnim	pomoćan	Agpfpiy
financijskim	financijski	Agpfpiy
aktivnostima	aktivnost	Ncfpi
(	(	Z
pomoćne	pomoćan	Agpfpny
financijske	financijski	Agpfpny
institucije	institucija	Ncfpn
)	)	Z
.	.	Z

Također	također	Rgp
su	biti	Var3p
uključene	uključiti	Appfpny
institucionalne	institucionalan	Agpfpny
jedinice	jedinica	Ncfpn
koje	koji	Pi-fpn
pružaju	pružati	Vmr3p
financijske	financijski	Agpfpay
usluge	usluga	Ncfpa
,	,	Z
ako	ako	Cs
se	sebe	Px--sa
većinom	većina	Sg
njihove	njihov	Ps3fsg
aktive	aktiva	Ncfsg
ili	ili	Cc
pasive	pasiva	Ncfpa
ne	ne	Qz
trguje	trgovati	Vmr3s
na	na	Sl
otvorenim	otvoren	Agpnply
tržištima	tržište	Ncnpl
.	.	Z

2.56.	2.56.	Mdo

Financijsko	financijski	Agpnsny
posredovanje	posredovanje	Ncnsn
je	biti	Var3s
aktivnost	aktivnost	Ncfsn
u	u	Sl
kojoj	koji	Pi-fsl
institucionalna	institucionalan	Agpfsny
jedinica	jedinica	Ncfsn
stječe	stjecati	Vmr3s
financijsku	financijski	Agpfsay
aktivu	aktiva	Ncfsa
i	i	Cc
preuzima	preuzimati	Vmr3s
pasivu	pasiva	Ncfsa
za	za	Sa
vlastiti	vlastit	Agpmsayn
račun	račun	Ncmsan
obavljajući	obavljati	Rr
financijske	financijski	Agpfsgy
transakcije	transakcija	Ncfsg
na	na	Sl
tržištu	tržište	Ncnsl
.	.	Z

Aktiva	aktiva	Ncfsn
i	i	Cc
pasiva	pasiva	Ncfsn
financijskih	financijski	Agpmpgy
posrednika	posrednik	Ncmpg
se	sebe	Px--sa
preoblikuje	preoblikovati	Vmr3s
ili	ili	Cc
regrupira	regrupirati	Vmr3s
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
,	,	Z
na	na	Sa
primjer	primjer	Ncmsan
,	,	Z
dospjelost	dospjelost	Ncfsn
,	,	Z
opseg	opseg	Ncmsan
,	,	Z
rizik	rizik	Ncmsn
itd.	itd.	Y
u	u	Sl
postupku	postupak	Ncmsl
financijskog	financijski	Agpnsgy
posredovanja	posredovanje	Ncnsg
.	.	Z

Pomoćne	pomoćan	Agpfpny
financijske	financijski	Agpfpny
aktivnosti	aktivnost	Ncfpn
su	biti	Var3p
aktivnosti	aktivnost	Ncfpn
povezane	povezati	Appfpny
s	sa	Si
financijskim	financijski	Agpnsiy
posredovanjem	posredovanje	Ncnsi
,	,	Z
ali	ali	Cc
same	sam	Agpfpny
ne	ne	Qz
uključuju	uključivati	Vmr3p
financijsko	financijski	Agpnsay
posredovanje	posredovanje	Ncnsa
.	.	Z

Financijski	financijski	Agpmpny
posrednici	posrednik	Ncmpn

2.57.	2.57.	Mdo

Postupak	postupak	Ncmsn
financijskog	financijski	Agpnsgy
posredovanja	posredovanje	Ncnsg
usmjerava	usmjeravati	Vmr3s
sredstva	sredstvo	Ncnpa
od	od	Sg
trećih	treći	Mlofpg
strana	strana	Ncfpg
s	sa	Si
viškom	višak	Ncmsi
prema	prema	Sl
onima	onaj	Ncmpl
s	sa	Si
manjkom	manjak	Ncmsi
sredstava	sredstvo	Ncnpg
.	.	Z

Financijski	financijski	Agpmsny
posrednik	posrednik	Ncmsn
ne	ne	Qz
djeluje	djelovati	Vmr3s
samo	samo	Rgp
kao	kao	Cs
zastupnik	zastupnik	Ncmsn
drugih	drugi	Mlofpg
institucionalnih	institucionalan	Agpfpgy
jedinica	jedinica	Ncfpg
,	,	Z
već	već	Rgp
se	sebe	Px--sa
izlaže	izlagati	Vmr3s
riziku	rizik	Ncmsd
stjecanjem	stjecanje	Ncnsi
financijske	financijski	Agpfsgy
aktive	aktiva	Ncfsg
i	i	Cc
preuzimanjem	preuzimanje	Ncnsi
pasive	pasiva	Ncfsg
za	za	Sa
vlastiti	vlastit	Agpmsayn
račun	račun	Ncmsan
.	.	Z

2.58.	2.58.	Mdo

U	u	Sa
postupak	postupak	Ncmsan
financijskog	financijski	Agpnsgy
posredovanja	posredovanje	Ncnsg
mogu	moći	Vmr3p
biti	biti	Van
uključene	uključen	Agpfpny
sve	sav	Agpfpny
kategorije	kategorija	Ncfpn
pasive	pasiva	Ncfsg
,	,	Z
izuzev	izuzev	Sg
kategorije	kategorija	Ncfsg
pasive	pasiva	Ncfsg
ostalih	ostali	Agpmpgy
računa	račun	Ncmpg
potraživanja	potraživanje	Ncnsg
(	(	Z
AF	AF	Npmsn
.	.	Z
8	8	Mdc
)	)	Z
.	.	Z

Financijska	financijski	Agpfsny
aktiva	aktiva	Ncfsn
uključena	uključiti	Appfsny
u	u	Sa
postupak	postupak	Ncmsan
financijskog	financijski	Agpnsgy
posredovanja	posredovanje	Ncnsg
može	moći	Vmr3s
se	sebe	Px--sa
razvrstati	razvrstati	Vmn
u	u	Sa
sve	sav	Agpfpay
kategorije	kategorija	Ncfpa
,	,	Z
izuzev	izuzev	Sg
kategorije	kategorija	Ncfsg
prilagodbe	prilagodba	Ncfsg

