dostaviti	dostaviti	Vmn
već	već	Rgp
proveden	provesti	Appmsnn
za	za	Sa
šumskogospodarski	šumskogospodarski	Agpmsayn
plan	plan	Ncmsan
s	sa	Si
kojim	koji	Pi-msi
je	biti	Var3s
usklađeno	uskladiti	Appnsny
predmetno	predmetni	Agpnsny
ulaganje	ulaganje	Ncnsn
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Prilikom	prilikom	Sg
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
priložiti	priložiti	Vmn
odgovarajući	odgovarajući	Agpmsayn
elaborat	elaborat	Ncmsan
učinkovitosti	učinkovitost	Ncfsg
mreže	mreža	Ncfsg
šumskih	šumski	Agpfpgy
prometnica	prometnica	Ncfpg
kako	kako	Cs
slijedi	slijediti	Vmr3s
:	:	Z

1.	1.	Mdo
kod	kod	Sg
ulaganja	ulaganje	Ncnsg
u	u	Sa
izgradnju	izgradnja	Ncfsa
i	i	Cc
/	/	Z
ili	ili	Cc
rekonstrukciju	rekonstrukcija	Ncfsa
primarne	primaran	Agpfsgy
šumske	šumski	Agpfsgy
prometne	prometan	Agpfsgy
infrastrukture	infrastruktura	Ncfsg
,	,	Z
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
priložiti	priložiti	Vmn
elaborat	elaborat	Ncmsan
učinkovitosti	učinkovitost	Ncfsg
mreže	mreža	Ncfsg
šumskih	šumski	Agpfpgy
prometnica-primarne	prometnica-primarna	Ncfpg
šumske	šumski	Agpfsgy
prometne	prometan	Agpfsgy
infrastrukture	infrastruktura	Ncfsg

2.	2.	Mdo
kod	kod	Sg
ulaganja	ulaganje	Ncnsg
u	u	Sa
izgradnju	izgradnja	Ncfsa
sekundarne	sekundaran	Agpfsgy
šumske	šumski	Agpfsgy
prometne	prometan	Agpfsgy
infrastrukture	infrastruktura	Ncfsg
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
priložiti	priložiti	Vmn
elaborat	elaborat	Ncmsan
učinkovitosti	učinkovitost	Ncfsg
mreže	mreža	Ncfsg
šumskih	šumski	Agpfpgy
prometnica-sekundarne	prometnica-sekundarna	Ncfpg
šumske	šumski	Agpfsgy
prometne	prometan	Agpfsgy
infrastrukture	infrastruktura	Ncfsg
i	i	Cc

3.	3.	Mdo
kod	kod	Sg
ulaganja	ulaganje	Ncnsg
u	u	Sa
rekonstrukciju	rekonstrukcija	Ncfsa
sekundarne	sekundaran	Agpfsgy
šumske	šumski	Agpfsgy
prometne	prometan	Agpfsgy
infrastrukture	infrastruktura	Ncfsg
(	(	Z
traktorski	traktorski	Agpmpny
putovi	put	Ncmpn
)	)	Z
u	u	Sa
primarnu	primaran	Agpfsay
šumsku	šumski	Agpfsay
prometnu	prometan	Agpfsay
infrastrukturu	infrastruktura	Ncfsa
(	(	Z
šumske	šumski	Agpfsgy
ceste	cesta	Ncfsg
)	)	Z
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
priložiti	priložiti	Vmn
elaborat	elaborat	Ncmsan
učinkovitosti	učinkovitost	Ncfsg
mreže	mreža	Ncfsg
šumskih	šumski	Agpfpgy
prometnica-primarne	prometnica-primarna	Ncfpg
šumske	šumski	Agpfsgy
prometne	prometan	Agpfsgy
infrastrukture	infrastruktura	Ncfsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Prilikom	prilikom	Sg
ulaganja	ulaganje	Ncnsg
u	u	Sa
izgradnju	izgradnja	Ncfsa
primarne	primaran	Agpfsgy
šumske	šumski	Agpfsgy
prometne	prometan	Agpfsgy
infrastrukture	infrastruktura	Ncfsg
u	u	Sl
elaboratu	elaborat	Ncmsl
učinkovitosti	učinkovitost	Ncfsg
mreže	mreža	Ncfsg
šumskih	šumski	Agpfpgy
prometnica	prometnica	Ncfpg
–	–	Z
primarne	primaran	Agpfsgy
šumske	šumski	Agpfsgy
prometne	prometan	Agpfsgy
infrastrukture	infrastruktura	Ncfsg
mora	morati	Vmr3s
biti	biti	Van
navedena	navesti	Appfsny
gustoća	gustoća	Ncfsn
mreže	mreža	Ncfsg
primarnih	primaran	Agpfpgy
šumskih	šumski	Agpfpgy
prometnica	prometnica	Ncfpg
gospodarske	gospodarski	Agpfsgy
jedinice	jedinica	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
većeg	velik	Agcmsgy
šumskog	šumski	Agpmsgy
kompleksa	kompleks	Ncmsg
(	(	Z
grupa	grupa	Ncfsn
odjela	odjel	Ncmsg
/	/	Z
odsjeka	odsjek	Ncmsg
)	)	Z
nakon	nakon	Sg
provedbe	provedba	Ncfsg
ulaganja	ulaganje	Ncnsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Maksimalna	maksimalan	Agpfsny
gustoća	gustoća	Ncfsn
mreže	mreža	Ncfsg
primarnih	primaran	Agpfpgy
šumskih	šumski	Agpfpgy
prometnica	prometnica	Ncfpg
gospodarske	gospodarski	Agpfsgy
jedinice	jedinica	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
većeg	velik	Agcmsgy
šumskog	šumski	Agpmsgy
kompleksa	kompleks	Ncmsg
(	(	Z
grupa	grupa	Ncfsn
odjela	odjel	Ncmsg
/	/	Z
odsjeka	odsjek	Ncmsg
)	)	Z
nakon	nakon	Sg
provedbe	provedba	Ncfsg
ulaganja	ulaganje	Ncnsg
ne	ne	Qz
smije	smjeti	Vmr3s
prelaziti	prelaziti	Vmn
vrijednosti	vrijednost	Ncfpa
kako	kako	Cs
slijedi	slijediti	Vmr3s
:	:	Z

1.	1.	Mdo
nizinsko	nizinski	Agpnsay
područje	područje	Ncnsa
12	12	Mdc
km	km	Y
/	/	Z
1000	1000	Mdc
ha	ha	I

2.	2.	Mdo
brdsko	brdski	Agpnsny
(	(	Z
prigorsko	prigorski	Agpnsny
)	)	Z
područje	područje	Ncnsa
18	18	Mdc
km	km	Y
/	/	Z
1000	1000	Mdc
ha	ha	I

3.	3.	Mdo
planinsko	planinski	Agpnsny
(	(	Z
gorsko	gorski	Agpnsny
)	)	Z
područje	područje	Ncnsa
22,5	22,5	Mdc
km	km	Y
/	/	Z
1000	1000	Mdc
ha	ha	Ncmpg
i	i	Cc

4.	4.	Mdo
krško	krški	Agpnsny
područje	područje	Ncnsn
12	12	Mdc
km	km	Y
/	/	Z
1000	1000	Mdc
ha	ha	Ncmpg
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Kad	kad	Cs
se	sebe	Px--sa
ulaganje	ulaganje	Ncnsn
u	u	Sa
šumsku	šumski	Agpfsay
prometnu	prometan	Agpfsay
infrastrukturu	infrastruktura	Ncfsa
dijelom	dio	Ncmsi
provodi	provoditi	Vmr3s
izvan	izvan	Sg
šumskog	šumski	Agpnsgy
zemljišta	zemljište	Ncnsg
,	,	Z
u	u	Sl
elaboratu	elaborat	Ncmsl
učinkovitosti	učinkovitost	Ncfsg
mreže	mreža	Ncfsg
šumskih	šumski	Agpfpgy
prometnica	prometnica	Ncfpg
mora	morati	Vmr3s
biti	biti	Van
vidljivo	vidljiv	Agpnsny
da	da	Cs
će	htjeti	Var3s
ulaganje	ulaganje	Ncnsn
služiti	služiti	Vmn
ponajprije	ponajprije	Rgp
za	za	Sa
potrebe	potreba	Ncfpa
održivog	održiv	Agpnsgy
gospodarenja	gospodarenje	Ncnsg
šumama	šuma	Ncfpi
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Kod	kod	Sg
ulaganja	ulaganje	Ncnsg
u	u	Sa
šumsku	šumski	Agpfsay
prometnu	prometan	Agpfsay
infrastrukturu	infrastruktura	Ncfsa
koje	koji	Pi-mpa
obuhvaća	obuhvaćati	Vmr3s
zemljišta	zemljište	Ncnsg
više	mnogo	Rgc
vlasnika	vlasnik	Ncmpg
i	i	Cc
/	/	Z
ili	ili	Cc
posjednika	posjednik	Ncmpg
,	,	Z
korisnik	korisnik	Ncmsn
uz	uz	Sa
dokumente	dokument	Ncmpa
navedene	navesti	Appmpay
u	u	Sl
stavcima	stavak	Ncmpl
1.	1.	Mdo
i	i	Cc
5.	5.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
mora	morati	Vmr3s
priložiti	priložiti	Vmn
suglasnost	suglasnost	Ncfsa
za	za	Sa
provedbu	provedba	Ncfsa
ulaganja	ulaganje	Ncnpg
svih	sav	Agpnpgy
pravnih	pravni	Agpnpgy
i	i	Cc
fizičkih	fizički	Agpfpgy
osoba	osoba	Ncfpg
koje	koji	Pi-fpn
imaju	imati	Vmr3p
u	u	Sl
vlasništvu	vlasništvo	Ncnsl
i	i	Cc
/	a	Ncfsl
ili	ili	Cc
posjedu	posjed	Ncmsl
ili	ili	Cc
gospodare	gospodar	Ncmpa
zemljištima	zemljište	Ncnpd
obuhvaćenim	obuhvatiti	Agpnsiy
ulaganjem	ulaganje	Ncnsi
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
zajedničkog	zajednički	Agpmsgy
projekta	projekt	Ncmsg
predmet	predmet	Ncmsn
ulaganja	ulaganje	Ncnsg
koriste	koristiti	Vmr3p
svi	sav	Agpmpny
korisnici	korisnik	Ncmpn
zajedničkog	zajednički	Agpmsgy
projekta	projekt	Ncmsg
.	.	Z

Korisnici	korisnik	Ncmpn
sklapaju	sklapati	Vmr3p
ugovor	ugovor	Ncmsan
o	o	Sl
suradnji	suradnja	Ncfsl
kojim	koji	Pi-msi
definiraju	definirati	Vmr3p
jednog	jedan	Mlcmsay
korisnika	korisnik	Ncmsay
koji	koji	Pi-msn
će	htjeti	Var3s
biti	biti	Van
podnositelj	podnositelj	Ncmsn
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
/	/	Z
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
u	u	Sa
ime	ime	Ncnsa
svih	sav	Agpmpgy
njih	oni	Ncmpg
.	.	Z

Članak	članak	Ncmsn
11.	11.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
ulaganja	ulaganje	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
8.	8.	Mdo
točke	točka	Ncfsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
korisnik	korisnik	Ncmsn
mora	morati	Vmr3s
u	u	Sl
trenutku	trenutak	Ncmsl
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
priložiti	priložiti	Vmn
ugovor	ugovor	Ncmsan
o	o	Sl

