kontrolira	kontrolirati	Vmr3s
članka	članak	Ncmsg
do	do	Sg
dana	dan	Ncmpg
zaprimanja	zaprimanje	Ncnsg
odgovora	odgovor	Ncmsg
od	od	Sg
namjeravanog	namjeravati	Agpmsgy
stjecatelja	stjecatelj	Ncmsg
,	,	Z
pri	pri	Sl
čemu	što	Pi3n-l
prekid	prekid	Ncmsan
može	moći	Vmr3s
trajati	trajati	Vmn
najdulje	dugo	Rgs
20	20	Mdc
radnih	radni	Agpmpgy
dana	dan	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Nakon	nakon	Sg
isteka	istek	Ncmsg
roka	rok	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
Agencija	agencija	Ncfsn
može	moći	Vmr3s
postavljati	postavljati	Vmn
daljnje	daljnji	Agpmpay
zahtjeve	zahtjev	Ncmpa
za	za	Si
nadopunom	nadopuna	Ncfsi
ili	ili	Cc
pojašnjenjem	pojašnjenje	Ncnsi
podataka	podatak	Ncmpg
,	,	Z
ali	ali	Cc
se	sebe	Px--sa
razdoblje	razdoblje	Ncnsn
procjene	procjena	Ncfsg
neće	htjeti	Var3s
prekidati	prekidati	Vmn
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Agencija	agencija	Ncfsn
može	moći	Vmr3s
produljiti	produljiti	Vmn
razdoblje	razdoblje	Ncnsa
prekida	prekid	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
tako	tako	Cs
da	da	Cs
prekid	prekid	Ncmsn
traje	trajati	Vmr3s
do	do	Sg
najviše	mnogo	Rgs
30	30	Mdc
radnih	radni	Agpmpgy
dana	dan	Ncmpg
ako	ako	Cs
namjeravani	namjeravati	Agpmsny
stjecatelj	stjecatelj	Ncmsn
:	:	Z

a	a	Cc
)	)	Z
ima	imati	Vmr3s
sjedište	sjedište	Ncnsa
/	/	Z
prebivalište	prebivalište	Ncnsa
izvan	izvan	Sg
države	država	Ncfsg
članice	članica	Ncfsg
ili	ili	Cc
podliježe	podlijegati	Vmr3s
propisima	propis	Ncmpi
izvan	izvan	Sg
države	država	Ncfsg
članice	članica	Ncfsg
ili	ili	Cc

b	b	Npmsn
)	)	Z
je	biti	Var3s
pravna	pravni	Agpfsny
ili	ili	Cc
fizička	fizički	Agpfsny
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
nije	biti	Var3s
subjekt	subjekt	Ncmsan
nadzora	nadzor	Ncmsg
prema	prema	Sl
ovom	ovaj	Pd-msl
Zakonu	zakon	Ncmsl
ili	ili	Cc
propisima	propis	Ncmpl
koji	koji	Pi-mpn
uređuju	uređivati	Vmr3p
osnivanje	osnivanje	Ncnsa
i	i	Cc
upravljanje	upravljanje	Ncnsa
alternativnim	alternativan	Agpmpiy
investicijskim	investicijski	Agpmpiy
fondovima	fond	Ncmpi
,	,	Z
osnivanje	osnivanje	Ncnsa
i	i	Cc
poslovanje	poslovanje	Ncnsa
investicijskih	investicijski	Agpnpgy
društava	društvo	Ncnpg
,	,	Z
društava	društvo	Ncnpg
za	za	Sa
osiguranje	osiguranje	Ncnsa
i	i	Cc
kreditnih	kreditan	Agpfpgy
institucija	institucija	Ncfpg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ako	ako	Cs
Agencija	agencija	Ncfsn
utvrdi	utvrditi	Vmr3s
postojanje	postojanje	Ncnsa
razloga	razlog	Ncmpg
za	za	Sa
odbijanje	odbijanje	Ncnsa
zahtjeva	zahtjev	Ncmpg
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
namjeravano	namjeravati	Agpnsay
stjecanje	stjecanje	Ncnsa
,	,	Z
dužna	dužan	Agpfsny
je	biti	Var3s
unutar	unutar	Sg
razdoblja	razdoblje	Ncnsg
procjene	procjena	Ncfsg
o	o	Sl
tome	taj	Pd-nsl
pisanim	pisan	Agpmsiy
putem	put	Ncmsi
obavijestiti	obavijestiti	Vmn
namjeravanog	namjeravati	Agpmsayn
stjecatelja	stjecatelj	Ncmsay
,	,	Z
navodeći	navoditi	Rr
razloge	razlog	Ncmpa
za	za	Sa
donošenje	donošenje	Ncnsa
takve	takav	Pd-fsg
odluke	odluka	Ncfsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Agencija	agencija	Ncfsn
može	moći	Vmr3s
objaviti	objaviti	Vmn
odgovarajuće	odgovarajući	Agpnsay
očitovanje	očitovanje	Ncnsa
o	o	Sl
razlozima	razlog	Ncmpl
odluke	odluka	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
na	na	Sa
vlastitu	vlastit	Agpfsay
inicijativu	inicijativa	Ncfsa
ili	ili	Cc
na	na	Sa
zahtjev	zahtjev	Ncmsan
namjeravanog	namjeravati	Agpmsgy
stjecatelja	stjecatelj	Ncmsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Ako	ako	Cs
Agencija	agencija	Ncfsn
ne	ne	Qz
odbije	odbiti	Vmr3s
zahtjev	zahtjev	Ncmsan
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
namjeravano	namjeravati	Agpnsay
stjecanje	stjecanje	Ncnsa
u	u	Sl
roku	rok	Ncmsl
i	i	Cc
na	na	Sa
način	način	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
smatrat	smatrati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
da	da	Cs
je	biti	Var3s
namjeravano	namjeravati	Agpnsny
stjecanje	stjecanje	Ncnsn
odobreno	odobriti	Appnsny
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Agencija	agencija	Ncfsn
može	moći	Vmr3s
odrediti	odrediti	Vmn
krajnji	krajnji	Agpmsayn
rok	rok	Ncmsan
do	do	Sg
kojeg	koji	Pi-msg
se	sebe	Px--sa
namjeravano	namjeravati	Agpnsny
stjecanje	stjecanje	Ncnsn
mora	morati	Vmr3s
provesti	provesti	Vmn
te	taj	Pd-fpa
ga	on	Pp3msa
iz	iz	Sg
opravdanih	opravdati	Agpmpgy
razloga	razlog	Ncmpg
može	moći	Vmr3s
produljiti	produljiti	Vmn
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Ako	ako	Cs
namjeravani	namjeravati	Agpmsny
stjecatelj	stjecatelj	Ncmsn
ne	ne	Qz
stekne	steći	Vmr3s
kvalificirani	kvalificiran	Agpmsny
udio	udjel	Ncmsn
u	u	Sl
roku	rok	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
8.	8.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
odobrenje	odobrenje	Ncnsa
Agencije	agencija	Ncfsg
prestaje	prestajati	Vmr3s
važiti	važiti	Vmn
u	u	Sl
cijelosti	cijelost	Ncfsl
.	.	Z

Članak	članak	Ncmsn
82.	82.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Prilikom	prilikom	Sg
procjene	procjena	Ncfsg
zahtjeva	zahtjev	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
74.	74.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
i	i	Cc
eventualnih	eventualan	Agpmpgy
dodatnih	dodatan	Agpmpgy
podataka	podatak	Ncmpg
traženih	tražiti	Appmpgy
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
81.	81.	Mdo
stavcima	stavak	Ncmpi
1.	1.	Mdo
i	i	Cc
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
u	u	Sa
svrhu	svrha	Ncfsa
provjere	provjera	Ncfsg
hoće	htjeti	Vmr3s
li	li	Cs
se	sebe	Px--sa
poslovi	posao	Ncmpn
društva	društvo	Ncnsg
za	za	Sa
upravljanje	upravljanje	Ncnsa
u	u	Sl
kojem	koji	Pi-nsl
se	sebe	Px--sa
stjecanje	stjecanje	Ncnsn
predlaže	predlagati	Vmr3s
voditi	voditi	Vmn
pažnjom	pažnja	Ncfsi
dobrog	dobar	Agpmsayy
stručnjaka	stručnjak	Ncmsay
,	,	Z
i	i	Cc
uzimajući	uzimati	Rr
u	u	Sa
obzir	obzir	Ncmsan
mogući	moguć	Agpmsayn
utjecaj	utjecaj	Ncmsan
namjeravanog	namjeravati	Agpmsgy
stjecatelja	stjecatelj	Ncmsg
na	na	Sa
društvo	društvo	Ncnsa
za	za	Sa
upravljanje	upravljanje	Ncnsa
,	,	Z
Agencija	agencija	Ncfsn
će	htjeti	Var3s
ocijeniti	ocijeniti	Vmn
prikladnost	prikladnost	Ncfsa
namjeravanog	namjeravati	Agpmsgy
stjecatelja	stjecatelj	Ncmsg
i	i	Cc
financijsku	financijski	Agpfsay
stabilnost	stabilnost	Ncfsa
namjeravanog	namjeravati	Agpnsgy
stjecanja	stjecanje	Ncnsg
,	,	Z
uzimajući	uzimati	Rr
u	u	Sa
obzir	obzir	Ncmsan
sve	sav	Agpmpay
sljedeće	sljedeći	Agpmpay
kriterije	kriterij	Ncmpa
:	:	Z

1.	1.	Mdo
ugled	ugled	Ncmsan
namjeravanog	namjeravati	Agpmsgy
stjecatelja	stjecatelj	Ncmsg

2.	2.	Mdo
ugled	ugled	Ncmsan
i	i	Cc
iskustvo	iskustvo	Ncnsn
osobe	osoba	Ncfsg
koja	koji	Pi-fsn
će	htjeti	Var3s
kao	kao	Cs
posljedicu	posljedica	Ncfsa
namjeravanog	namjeravati	Agpnsgy
stjecanja	stjecanje	Ncnsg
voditi	voditi	Vmn
poslovanje	poslovanje	Ncnsa
društva	društvo	Ncnsg

