postaju	postati	Vmr3p
međunarodnih	međunarodni	Agpnpgy
ulaganja	ulaganje	Ncnpg
koja	koji	Pi-npn
se	sebe	Px--sa
Hrvatskoj	Hrvatska	Npfsd
narodnoj	narodni	Agpfsly
banci	banka	Ncfsl
dostavljaju	dostavljati	Vmr3p
u	u	Sl
papirnatom	papirnat	Agpmsly
obliku	oblik	Ncmsl
koja	koji	Pi-fsn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
.	.	Z

Članak	članak	Ncmsn
21.	21.	Mdo

Uputa	uputa	Ncfsn
za	za	Sa
sastavljanje	sastavljanje	Ncnsa
izvješća	izvješće	Ncnsg
propisanih	propisati	Appnpgy
Odlukom	odluka	Ncfsi
o	o	Sl
prikupljanju	prikupljanje	Ncnsl
podataka	podatak	Ncmpg
za	za	Sa
potrebe	potreba	Ncfpa
sastavljanja	sastavljanje	Ncnsg
platne	platni	Agpfsgy
bilance	bilanca	Ncfsg
,	,	Z
stanja	stanje	Ncnsg
inozemnog	inozeman	Agpmsgy
duga	dug	Ncmsg
i	i	Cc
stanja	stanje	Ncnsg
međunarodnih	međunarodni	Agpnpgy
ulaganja	ulaganje	Ncnpg
koja	koji	Pi-npn
se	sebe	Px--sa
Hrvatskoj	Hrvatska	Npfsd
narodnoj	narodni	Agpfsly
banci	banka	Ncfsl
dostavljaju	dostavljati	Vmr3p
u	u	Sl
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
,	,	Z
a	a	Cc
koja	koji	Pi-fsn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
Odluke	odluka	Ncfsg
o	o	Sl
prikupljanju	prikupljanje	Ncnsl
podataka	podatak	Ncmpg
za	za	Sa
potrebe	potreba	Ncfpa
sastavljanja	sastavljanje	Ncnsg
platne	platni	Agpfsgy
bilance	bilanca	Ncfsg
,	,	Z
stanja	stanje	Ncnsg
inozemnog	inozeman	Agpmsgy
duga	dug	Ncmsg
i	i	Cc
stanja	stanje	Ncnsg
međunarodnih	međunarodni	Agpnpgy
ulaganja	ulaganje	Ncnpg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
103/2012	103/2012	Mdc
i	i	Cc
10/2014	10/2014	Mdc
)	)	Z
zamjenjuje	zamjenjivati	Vmr3s
se	sebe	Px--sa
Uputom	uputa	Ncfsi
za	za	Sa
sastavljanje	sastavljanje	Ncnsa
izvješća	izvješće	Ncnsg
propisanih	propisati	Appnpgy
Odlukom	odluka	Ncfsi
o	o	Sl
prikupljanju	prikupljanje	Ncnsl
podataka	podatak	Ncmpg
za	za	Sa
potrebe	potreba	Ncfpa
sastavljanja	sastavljanje	Ncnsg
platne	platni	Agpfsgy
bilance	bilanca	Ncfsg
,	,	Z
stanja	stanje	Ncnsg
inozemnog	inozeman	Agpmsgy
duga	dug	Ncmsg
i	i	Cc
stanja	stanje	Ncnsg
međunarodnih	međunarodni	Agpnpgy
ulaganja	ulaganje	Ncnpg
koja	koji	Pi-npn
se	sebe	Px--sa
Hrvatskoj	Hrvatska	Npfsd
narodnoj	narodni	Agpfsly
banci	banka	Ncfsl
dostavljaju	dostavljati	Vmr3p
u	u	Sl
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
koja	koji	Pi-fsn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
.	.	Z

Članak	članak	Ncmsn
22.	22.	Mdo

Na	na	Sa
dan	dan	Ncmsan
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
prestaju	prestajati	Vmr3p
važiti	važiti	Vmn
sljedeće	sljedeći	Agpfpay
odredbe	odredba	Ncfpa
Odluke	odluka	Ncfsg
o	o	Sl
prikupljanju	prikupljanje	Ncnsl
podataka	podatak	Ncmpg
za	za	Sa
potrebe	potreba	Ncfpa
sastavljanja	sastavljanje	Ncnsg
platne	platni	Agpfsgy
bilance	bilanca	Ncfsg
,	,	Z
stanja	stanje	Ncnsg
inozemnog	inozeman	Agpmsgy
duga	dug	Ncmsg
i	i	Cc
stanja	stanje	Ncnsg
međunarodnih	međunarodni	Agpnpgy
ulaganja	ulaganje	Ncnpg
:	:	Z

–	–	Agpmsny
članak	članak	Ncmsn
25.	25.	Mdo
točka	točka	Ncfsn
1.	1.	Mdo
i	i	Cc

–	–	Agpmpny
članci	članak	Ncmpn
od	od	Sg
26.	26.	Mdo
do	do	Sg
28.	28.	Mdo
te	te	Cc

–	–	Sa
obrazac	obrazac	Ncmsan
izvješćivanja	izvješćivanje	Ncnsg
PU-UDP	PU-UDP	Npfpn
–	–	Z
Mjesečno	mjesečan	Agpnsny
izvješće	izvješće	Ncnsn
o	o	Sl
inozemnim	inozeman	Agpnply
ulaganjima	ulaganje	Ncnpl
u	u	Sa
dužničke	dužnički	Agpmpay
vrijednosne	vrijednosan	Agpmpay
papire	papir	Ncmpa
i	i	Cc
metodološke	metodološki	Agpfpay
upute	uputa	Ncfpa
za	za	Sa
njegovo	njegov	Ps3nsa
popunjavanje	popunjavanje	Ncnsa
propisane	propisati	Appfsgy
Uputom	uputa	Ncfsi
za	za	Sa
sastavljanje	sastavljanje	Ncnsa
izvješća	izvješće	Ncnsg
propisanih	propisati	Appnpgy
Odlukom	odluka	Ncfsi
o	o	Sl
prikupljanju	prikupljanje	Ncnsl
podataka	podatak	Ncmpg
za	za	Sa
potrebe	potreba	Ncfpa
sastavljanja	sastavljanje	Ncnsg
platne	platni	Agpfsgy
bilance	bilanca	Ncfsg
,	,	Z
stanja	stanje	Ncnsg
inozemnog	inozeman	Agpmsgy
duga	dug	Ncmsg
i	i	Cc
stanja	stanje	Ncnsg
međunarodnih	međunarodni	Agpnpgy
ulaganja	ulaganje	Ncnpg
koja	koji	Pi-npn
se	sebe	Px--sa
Hrvatskoj	Hrvatska	Npfsd
narodnoj	narodni	Agpfsly
banci	banka	Ncfsl
dostavljaju	dostavljati	Vmr3p
u	u	Sl
papirnatom	papirnat	Agpmsly
obliku	oblik	Ncmsl
,	,	Z
a	a	Cc
koja	koji	Pi-fsn
Uputa	uputa	Ncfsn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
Odluke	odluka	Ncfsg
oprikupljanju	oprikupljanje	Ncnsd
podataka	podatak	Ncmpg
za	za	Sa
potrebe	potreba	Ncfpa
sastavljanja	sastavljanje	Ncnsg
platne	platni	Agpfsgy
bilance	bilanca	Ncfsg
,	,	Z
stanja	stanje	Ncnsg
inozemnog	inozeman	Agpmsgy
duga	dug	Ncmsg
i	i	Cc
stanja	stanje	Ncnsg
međunarodnih	međunarodni	Agpnpgy
ulaganja	ulaganje	Ncnpg
.	.	Z

Članak	članak	Ncmsn
23.	23.	Mdo

Na	na	Sa
dan	dan	Ncmsan
30.	30.	Mdo
lipnja	lipanj	Ncmsg
2015.	2015.	Mdo
prestaju	prestajati	Vmr3p
važiti	važiti	Vmn
sljedeće	sljedeći	Agpfpay
odredbe	odredba	Ncfpa
Odluke	odluka	Ncfsg
o	o	Sl
prikupljanju	prikupljanje	Ncnsl
podataka	podatak	Ncmpg
za	za	Sa
potrebe	potreba	Ncfpa
sastavljanja	sastavljanje	Ncnsg
platne	platni	Agpfsgy
bilance	bilanca	Ncfsg
,	,	Z
stanja	stanje	Ncnsg
inozemnog	inozeman	Agpmsgy
duga	dug	Ncmsg
i	i	Cc
stanja	stanje	Ncnsg
međunarodnih	međunarodni	Agpnpgy
ulaganja	ulaganje	Ncnpg
:	:	Z

–	–	Agpmsny
članak	članak	Ncmsn
5.	5.	Mdo
točka	točka	Ncfsn
5.	5.	Mdo
,	,	Z

–	–	Agpmpny
članci	članak	Ncmpn
od	od	Sg
18.	18.	Mdo
do	do	Sg
20.	20.	Mdo
,	,	Z

–	–	Agpmsny
članak	članak	Ncmsn
25.	25.	Mdo
točka	točka	Ncfsn
3.	3.	Mdo
i	i	Cc

–	–	Agpmpny
članci	članak	Ncmpn
od	od	Sg
31.	31.	Mdo
do	do	Sg
33.	33.	Mdo
te	te	Cc

–	i	Agpfpny
izvještajne	izvještajni	Agpfpny
tablice	tablica	Ncfpn
izvješća	izvješće	Ncnsg
IU-MI	iu-mi	Ncfpg
–	–	Z
Izvješće	izvješće	Ncnsn
o	o	Sl
vlasničkim	vlasnički	Agpnply
ulaganjima	ulaganje	Ncnpl
rezidenata	rezident	Ncmpg
u	u	Sa
inozemstvo	inozemstvo	Ncnsa
i	i	Cc
nerezidenata	nerezident	Ncmpg
u	u	Sa
zemlju	zemlja	Ncfsa
te	taj	Pd-fsg
izvještajne	izvještajni	Agpfsgy
tablice	tablica	Ncfsg
izvješća	izvješće	Ncnsg
PU-MI	pu-mi	Ncfpg
–	–	Z
Izvješće	izvješće	Ncnsn
o	o	Sl
dužničkim	dužnički	Agpnply
ulaganjima	ulaganje	Ncnpl
rezidenata	rezident	Ncmpg
u	u	Sa
inozemstvo	inozemstvo	Ncnsa
i	i	Cc
nerezidenata	nerezident	Ncmpg
u	u	Sa
zemlju	zemlja	Ncfsa
kao	kao	Cs
i	i	Qo
metodološke	metodološki	Agpfpay
upute	uputa	Ncfpa
za	za	Sa
njihovo	njihov	Ps3nsa
popunjavanje	popunjavanje	Ncnsa
propisane	propisati	Appfsgy
Uputom	uputa	Ncfsi
za	za	Sa
sastavljanje	sastavljanje	Ncnsa
izvješća	izvješće	Ncnsg
propisanih	propisati	Appnpgy
Odlukom	odluka	Ncfsi
o	o	Sl
prikupljanju	prikupljanje	Ncnsl
podataka	podatak	Ncmpg
za	za	Sa
potrebe	potreba	Ncfpa
sastavljanja	sastavljanje	Ncnsg
platne	platni	Agpfsgy
bilance	bilanca	Ncfsg
,	,	Z
stanja	stanje	Ncnsg
inozemnog	inozeman	Agpmsgy
duga	dug	Ncmsg
i	i	Cc
stanja	stanje	Ncnsg
međunarodnih	međunarodni	Agpnpgy
ulaganja	ulaganje	Ncnpg
koja	koji	Pi-npn
se	sebe	Px--sa
Hrvatskoj	Hrvatska	Npfsd
narodnoj	narodni	Agpfsly
banci	banka	Ncfsl
dostavljaju	dostavljati	Vmr3p
u	u	Sl
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
,	,	Z
a	a	Cc
koja	koji	Pi-fsn
Uputa	uputa	Ncfsn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
Oduke	oduka	Ncfsg
o	o	Sl
prikupljanju	prikupljanje	Ncnsl
podataka	podatak	Ncmpg
za	za	Sa
potrebe	potreba	Ncfpa
sastavljanja	sastavljanje	Ncnsg
platne	platni	Agpfsgy
bilance	bilanca	Ncfsg
,	,	Z
stanja	stanje	Ncnsg
inozemnog	inozeman	Agpmsgy
duga	dug	Ncmsg
i	i	Cc
stanja	stanje	Ncnsg
međunarodnih	međunarodni	Agpnpgy
ulaganja	ulaganje	Ncnpg
.	.	Z

Članak	članak	Ncmsn
24.	24.	Mdo

Ova	ovaj	Pd-fsn
Odluka	odluka	Ncfsn
stupa	stupati	Vmr3s
na	na	Sa
snagu	snaga	Ncfsa
osmog	osmi	Mlomsg
dana	dan	Ncmsg
od	od	Sg
dana	dan	Ncmsg
objave	objava	Ncfsg
u	u	Sl
»	»	Z
Narodnim	narodni	Agpfply
novinama	novina	Ncfpl
«	«	Z
,	,	Z
osim	osim	Sg
odredbe	odredba	Ncfsg
članka	članak	Ncmsg
19.	19.	Mdo
koja	koji	Pi-fsn
stupa	stupati	Vmr3s
na	na	Sa
snagu	snaga	Ncfsa
30.	30.	Mdo
lipnja	lipanj	Ncmsg
2015.	2015.	Mdo

O.	O.	Y
br	br	Ncmsn
:	:	Z
85	85	Mdc
-	-	Z
020/04	020/04	Mdc
-	-	Z
15	15	Mdc
/	/	Z
BV	bv	Mrc

Zagreb	Zagreb	Npmsn
,	,	Z
15.	15.	Mdo
travnja	travanj	Ncmsg
2015.	2015.	Mdo

Guverner	guverner	Ncmsn
Hrvatske	hrvatski	Agpfsgy
narodne	narodni	Agpfsgy
banke	banka	Ncfsg
prof.	prof.	Y
dr.	dr.	Y
sc.	sc.	Y
Boris	Boris	Npmsn
Vujčić	Vujčić	Npmsn
,	,	Z
v.	v.	Y
r.	r.	Y

UPUTA	uputa	Ncfsn
ZA	za	Sa
SASTAVLJANJE	sastavljanje	Ncnsa
IZVJEŠĆA	izvješće	Ncnsg
PROPISANIH	propisati	Appnpgy
ODLUKOM	odluka	Ncfsi
O	o	Sl
PRIKUPLJANJU	prikupljanje	Ncnsl
PODATAKA	podatak	Ncmpg
ZA	za	Sa

